defect_id,ITEMID,DEFECT_DESC,STATUS_CD,SEVERITY_CD,ENV_CD,ASSIGNED_TO,DETECTED_BY,DETECTED_DT
650632,279,"Issue 1:
When a User tries to provide access for a SID/ GID 'E115085' by providing GID_TYPE as 'Owner Approver', LOB_GRP_CD drop down has a value 'CCR'. Ideally, it should have a Value 'NRG'.
 
 
Issue 2:
LOB_OWNR_CD dropdown should contain all the New Owner ('AS', 'OT', 'IM', 'MM',  'CC' , 'XX', 'TS) Codes along with the existing Owner Code. BIST it doesnt contain the Owner Code 'XX'.
Owner Code 'XX' is NOT present in LOB_OWNR_CD column in CC_ORG_LOB_MAPPING table",Open,Emergency,CCDEV4,360273,235251,24-JUL-13
650633,279,"Unable to create a client via Services and the following error message has been displayed.
 
""CC-50034 : Error while sending message to Change Event Queue Linked Exception :MQJE001: Completion Code '2', Reason '2009'.: MQJMS2007: failed to send message to MQ queue"" ",Open,Emergency,CCDEV4,360273,114038,24-JUL-13
650634,279,Error occured in services is displayed in dev3 for any valid xmls uploaded,Open,Emergency,CCDEV4,360273,221129,24-JUL-13
650635,279,"Issue 1: When creating a client with OT orgcodes -25701(SAP code-358800), 27506(SAP code -429000) via inbound, client gets created with RD orgcode(88503)
 
Issue 2: Two different ownercodes are displayed for an org code(10344)",Rejected,Emergency,CCDEV4,360273,221129,24-JUL-13
650636,279,"In approver Action list,when providing comments and save the transaction,it throws the sorry error page.",Open,Emergency,CCDEV4,360273,273846,24-JUL-13
650637,279,"While creating a client via online, in ownership tab when the LOB is given as RET, orgcode as any CCR orgcode and searched, no search results found is displayed ",Rejected,Emergency,CCDEV4,360273,221129,24-JUL-13
650638,279,The new tag 'ReturnonlyFATCAprofile' is not existing in XSD,Open,Emergency,CCDEV4,360273,335208,24-JUL-13
650639,279,All the reports are in queue status for a very long time,Open,Emergency,CCDEV4,360273,221129,24-JUL-13
650640,280,FATCA details can't be fetched when the 'Return Only FATCA Profile' is blank,Open,Emergency,CCDEV4,360273,335208,24-JUL-13
650641,280,"Reports are not downloaded when file id is clicked. ""Internet explorer cannot display the page"" is shown",Open,Emergency,CCDEV4,360273,221129,24-JUL-13
650642,280,"""No search Results are found""is displaying when tried to link an account to a TaxForm ID in ""Tax form account linkage screen""",Open,Emergency,CCDEV4,360273,335208,24-JUL-13
650643,280,"Unable to Create a Client via BEM. ""CC-50001 : Client Central has encountered an error. Please contact the System Administrator"" is thrown on Upload.",Cannot Reproduce,Emergency,CCDEV4,360273,356642,02-DEC-13
650644,280,"when creating client via ALD feed,it throws the script error.",Open,Emergency,CCDEV4,360273,273846,24-JUL-13
650645,280,Unable to perform Transactions in Index ORM. “Sorry! Error Occured while Processing your request” is thrown.,Open,Emergency,CCDEV4,360273,235251,24-JUL-13
1223192,195,"Confirm whether on Merging two clients as below S(ACC w9 & ACU w9 with same lob, Expired w9 ) NS(W9 SUP) validation will be thrown as two active profiles are present for S or tranasction will be updated successfully",Hold,High,CCDEV1,251753,302952,01-JAN-14
26142,192,desc,Open,Medium,CCDEV4,264965,264965,18-MAR-14
26143,192,desc,Hold,Medium,CCDEV4,264965,264965,18-MAR-14
1304161,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id",Hold,Emergency,CCDEV1,221129,311290,25-MAR-13
1304164,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id",Re-Open,Emergency,CCDEV1,221129,235251,25-MAR-13
651069,277,Account Name/Legal Name is not displaying the comparision popup screen even though it matches the rule criteria and modifying the account name in the tax form maintenence screen.,Open,Medium,CCDEV2,360273,273993,24-JUL-13
651070,277,"when providing CC non allowable special charcters for legal name,short name and Doing business as name for Mass client create,it should through an error message as ""CCS-01156-Short Name cannot contain special characters except {0}""
It is wrong it should displays the full validation message.
User:U008881
File id:6188",Fixed,Medium,CCDEV2,360273,273846,24-JUL-13
651071,277,"when providing fully special characters for name 1 and name 2 in CIS inbound,it throws the validation message.bIST name we can able to provide fully special character.",Open,Medium,CCDEV2,360273,273846,24-JUL-13
651072,277,CCS-01552-ERISA Contractual Capacity field is required when ERISA Plan Regulated is Y or O - incorrect validation is thrown when ECC is not entered with ERF as Y/O while creating a VEN role client in MCC,Open,Medium,CCDEV2,360273,298950,24-JUL-13
651067,277,The 'Date of Issuance' field in location specific CBDCIF2 screen does not update the year when the existing value is updated to the different year. ,Open,Low,CCDEV2,360273,164004,24-JUL-13
651068,277,Core workitem is converted to Non-core work item.,Open,Emergency,CCDEV2,360273,346583,24-JUL-13
651073,278,In Comparision pop up screen Country with US is not displaying,Open,Emergency,CCDEV2,360273,335208,24-JUL-13
651074,278,"Tax Form is not updated successfully when W8 document status is provided as ""Active Certified"" and Indicia of U.S. status found for Form W-8 client during due diligence review is provided as ""Indica cured"".
 
The page remains as it is after submit
 
tax form is not created only when these fields are given",Open,High,CCDEV2,360273,273993,24-JUL-13
651075,278,values which are provided while creating a taxform are not present after form is created,Open,High,CCDEV2,360273,273993,24-JUL-13
651076,278,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
651077,278,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
651078,278,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
651079,278,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
651080,278,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
651081,278,"Issue 1:
When a User tries to provide access for a SID/ GID 'E115085' by providing GID_TYPE as 'Owner Approver', LOB_GRP_CD drop down has a value 'CCR'. Ideally, it should have a Value 'NRG'.
 
 
Issue 2:
LOB_OWNR_CD dropdown should contain all the New Owner ('AS', 'OT', 'IM', 'MM',  'CC' , 'XX', 'TS) Codes along with the existing Owner Code. BIST it doesnt contain the Owner Code 'XX'.
Owner Code 'XX' is NOT present in LOB_OWNR_CD column in CC_ORG_LOB_MAPPING table",Open,Emergency,CCDEV1,360273,235251,24-JUL-13
26101,195,DESC,Hold,Medium,CCDEV4,264965,264965,09-MAR-14
651082,279,"Issue 1:
When a User tries to provide access for a SID/ GID 'E115085' by providing GID_TYPE as 'Owner Approver', LOB_GRP_CD drop down has a value 'CCR'. Ideally, it should have a Value 'NRG'.
 
 
Issue 2:
LOB_OWNR_CD dropdown should contain all the New Owner ('AS', 'OT', 'IM', 'MM',  'CC' , 'XX', 'TS) Codes along with the existing Owner Code. BIST it doesnt contain the Owner Code 'XX'.
Owner Code 'XX' is NOT present in LOB_OWNR_CD column in CC_ORG_LOB_MAPPING table",Open,Emergency,CCDEV1,360273,235251,24-JUL-13
651083,279,"Unable to create a client via Services and the following error message has been displayed.
 
""CC-50034 : Error while sending message to Change Event Queue Linked Exception :MQJE001: Completion Code '2', Reason '2009'.: MQJMS2007: failed to send message to MQ queue"" ",Open,Emergency,CCDEV1,360273,114038,24-JUL-13
651084,279,Error occured in services is displayed in dev3 for any valid xmls uploaded,Open,Emergency,CCDEV1,360273,221129,24-JUL-13
651085,279,"Issue 1: When creating a client with OT orgcodes -25701(SAP code-358800), 27506(SAP code -429000) via inbound, client gets created with RD orgcode(88503)
 
Issue 2: Two different ownercodes are displayed for an org code(10344)",Rejected,Medium,CCDEV1,360273,221129,24-JUL-13
651086,279,"In approver Action list,when providing comments and save the transaction,it throws the sorry error page.",Open,Emergency,CCDEV1,360273,273846,24-JUL-13
651087,279,"While creating a client via online, in ownership tab when the LOB is given as RET, orgcode as any CCR orgcode and searched, no search results found is displayed ",Rejected,High,CCDEV1,360273,221129,24-JUL-13
651090,280,FATCA details can't be fetched when the 'Return Only FATCA Profile' is blank,Open,High,CCDEV1,360273,335208,24-JUL-13
651091,280,"Reports are not downloaded when file id is clicked. ""Internet explorer cannot display the page"" is shown",Open,Medium,CCDEV1,360273,221129,24-JUL-13
651092,280,"""No search Results are found""is displaying when tried to link an account to a TaxForm ID in ""Tax form account linkage screen""",Open,High,CCDEV1,360273,335208,24-JUL-13
651093,280,"Unable to Create a Client via BEM.
""CC-50001 : Client Central has encountered an error. Please contact the System Administrator"" is thrown on Upload.",Open,Emergency,CCDEV1,360273,235251,24-JUL-13
651094,280,"when creating client via ALD feed,it throws the script error.",Open,Emergency,CCDEV1,360273,273846,24-JUL-13
651095,280,Unable to perform Transactions in Index ORM. “Sorry! Error Occured while Processing your request” is thrown.,Open,Emergency,CCDEV1,360273,235251,24-JUL-13
651088,279,The new tag 'ReturnonlyFATCAprofile' is not existing in XSD,Open,Medium,CCDEV1,360273,335208,24-JUL-13
651089,279,All the reports are in queue status for a very long time,Open,Emergency,CCDEV1,360273,221129,24-JUL-13
1223170,195,"When performing merge transaction transaction for the below condition, Surviving as :Prospective client Non Surviving :Active client it should throw an error message as ""Active Client cannot merge with the Prospective Client "". ¿ ResponseMsg¿ Input field is missing - PermanentCountryOfResidence¿ Attributes: Code -> CCS-77106¿ ResponseMsg¿ Input field is missing - W9EntityType¿ Attributes: Code -> CCS-77106¿ ResponseMsg¿ Input field is missing - W8ForeignEntityType¿ Attributes: Code -> CCS-77106¿ ResponseMsg¿ Input field is missing - W8FormType¿ Attributes: Code -> CCS-77106¿ User :U008881 S client id :0921797382 NS client :0921797439 ¿ Xml has been attached for reference. ",Open,Medium,CCDEV1,374187,312323,29-DEC-13
651096,280,"The New fields added (1. Risk Rating Methodology ,2. System Source )are in different positions when compared to design document.
 ",Open,Medium,CCDEV1,360273,322253,24-JUL-13
651097,280,Search Screen is NOT poped up on Click of Search Icon next to ORG_CODE.,Rejected,Emergency,CCDEV1,360273,235251,24-JUL-13
651098,280,"In design document for search option 'NT1' Name,Tax Id,Country and City should be present bIST only Name,Tax Id and City is present .",Open,Medium,CCDEV1,360273,335208,24-JUL-13
651099,280,"For the user 'U008881' myworklist screen is not updated in dev2. The last transaction shown is  12-jul-13.
 
Unable to check LOB contact because of this issue
 ",Open,Medium,CCDEV1,360273,221129,24-JUL-13
654456,274,"Issue 1:
When a User tries to provide access for a SID/ GID 'E115085' by providing GID_TYPE as 'Owner Approver', LOB_GRP_CD drop down has a value 'CCR'. Ideally, it should have a Value 'NRG'.
 
 
Issue 2:
LOB_OWNR_CD dropdown should contain all the New Owner ('AS', 'OT', 'IM', 'MM',  'CC' , 'XX', 'TS) Codes along with the existing Owner Code. But it doesnt contain the Owner Code 'XX'.
Owner Code 'XX' is NOT present in LOB_OWNR_CD column in CC_ORG_LOB_MAPPING table",Fixed,Emergency,CCDEV7,360273,279020,08-JUL-13
654457,273,"Unable to create a client via Services and the following error message has been displayed.   ""CC-50034 : Error while sending message to Change Event Queue Linked Exception :MQJE001: Completion Code '2', Reason '2009'.: MQJMS2007: failed to send message to MQ queue"" ",Deferred,Emergency,CCDEV2,360273,114038,08-JUL-13
654458,272,Error occured in services is displayed in dev3 for any valid xmls uploaded,Hold,High,CCDEV3,360273,221129,12-JUL-13
654459,271,"Issue 1: When creating a client with OT orgcodes -25701(SAP code-358800), 27506(SAP code -429000) via inbound, client gets created with RD orgcode(88503)
 
Issue 2: Two different ownercodes are displayed for an org code(10344)",Cannot Reproduce,Medium,CCDEV4,360273,221129,09-JUL-13
654460,195,"In approver Action list,when providing comments and save the transaction,it throws the sorry error page.",Duplicate,Low,CCDEV5,360273,273846,09-JUL-13
654450,280,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,Medium,CCDEV1,360273,221129,25-APR-13
654451,279,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,Low,CCDEV2,360273,273846,26-APR-13
654452,278,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Open,Emergency,CCDEV3,360273,221129,24-JUL-13
654453,277,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Pending,Emergency,CCDEV4,360273,235234,25-JUL-13
654454,276,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Ready-to-Retest,High,CCDEV5,360273,221129,10-JUL-13
654490,271,The changed info is not displayed properly in CLIENT_AUX_INFO table when ECC is removed for a client with ERF as N. ,Open,Emergency,CCDEV3,360273,298950,21-JUL-13
654491,195,This looks like an inherent issue however not sure. The EPT value displayed in download as excel option is incorrect. It displays the value as Deferred Compensation Plans instead of ESOPS.,Open,Emergency,CCDEV4,360273,298950,21-JUL-13
654492,194,A blank value is inserted as CXI_VALUE in CLIENT_AUX_INFO table with CXI_CD as ECC when ERF is changed from Y to N for a client without ECC.,Open,Emergency,CCDEV5,360273,298950,21-JUL-13
654493,193,Script error is thrown while trying to update the ERF as O from Y and ECC with a new value. ,Open,Emergency,CCDEV1,360273,298950,21-JUL-13
654494,192,"Script error is displayed on load of aNON IND client in act/dea clt screen. Refer clt oid - 220529680, user - U851443",Open,Low,CCDEV2,360273,298950,18-JUL-13
654495,280,"On click of approve, the TSS workitem does not get submitted instead the page just reloads when ECC is entered along with erisa fields for a TSS open client workitem in TSS action list of the reviewer",Pending,Low,CCDEV3,360273,298950,22-JUL-13
654488,273,"During Client create and modify via inbound , processed flag is not changing to 'Y' in cis_inbound table",Open,Medium,CCDEV6,360273,221129,21-JUL-13
654489,272,Unable to create a credit NON IND client without EPT & ERF. The page just reloads on submi,Open,Low,CCDEV7,360273,298950,21-JUL-13
654496,279,"A script error is thrown in view client pop up which opens on click of the client id hyperlink in view hierarchy screen
 
ISS2:
Unable to check if the ecc is enabled/disabled for non tss user due to this script error",Ready-to-Retest,Low,CCDEV4,360273,298950,23-JUL-13
582179,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582181,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582182,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582183,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582184,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582279,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582281,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582282,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582283,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582284,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
654497,278,A script error is thrown along with sorry error occured page for an INT client id in view client pop up displayed on click of client id hyperlink in tax form maintenance screen,Open,High,CCDEV5,360273,298950,24-JUL-13
654498,277,"While reprocessing in index orm, it creates two duplicate transaction entries for modifying the ERF from Yes to No and removing the ECC. One transaction is pending for approval, the other transaction is directly updated. However in db, the values are directly updated",Fixed,Emergency,CCDEV1,360273,298950,25-JUL-13
654499,276,"History is not displaying for the client  if the we select the Entity as Tax Form and Data Element as ""Indicia of U.S. status found for Form W-8 client during due diligence review""
 
And also Account name is displaying in history screen and TAX_FM,HIST_TAX_FM tables  even that tax form is not having any account name which is incorrect.",Deferred,Emergency,CCDEV1,360273,273993,01-SEP-13
654500,275," the field “Indicia of U.S. status found for Form W-8 client during due diligence review” , “Date indicia of U.S. status for W-8 client cured” fields ,are not displaying for update form transactions in the print popup screen. 
 
Issue 2:the field Document received to cure indicia of U.S. status field also is not displaying in the print popup screen",Hold,Emergency,CCDEV2,360273,273993,27-JUL-13
582185,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582186,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582187,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582188,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582189,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582190,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582191,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582285,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582286,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582287,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582288,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582289,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582290,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582291,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
654501,274,"""CC-20013 : Error while Updating the database: {0}: Can't find resource for bundle java.util.PropertyResourceBundle, key PE "" and ""CAAT5029:INVALID US INDICA DOCUMENT RECEIVED "" is displaying when tried to create a tax form along with  “Indicia of U.S. status found for Form W-8 client during due diligence review” as ""INDICA cURED"" and with the date field.",Cannot Reproduce,Emergency,CCDEV3,360273,273993,28-JUL-13
654502,273,"1.In Report type drop down it is as 'Request FB 2nd Level Review '
 
2.In Report type drop down it is as ' Request send to Sanctions Complete'",Duplicate,Emergency,CCDEV4,360273,335208,29-JUL-13
654503,272,"1.Unable to save the special character '&'
2.Unable to open the client with trans ID  - 11458062 ",Open,Emergency,CCDEV5,360273,335208,30-JUL-13
582193,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582194,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582195,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582196,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582197,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582292,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582293,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582294,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582295,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582296,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582297,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
654504,271,In New Case Comment after savig the work item with 2500 character and if again open the same work item only 1944 character is displayed . But in database 2500 character is saved,Re-Open,Emergency,CCDEV6,360273,335208,31-JUL-13
654505,195,"""clear all"" function is not working as expected for ""select columns to appear in the report"" grid for ""Client List Extract""Report.
 
 
Looks like it is the same issue with many reports and also adding this defect to inherent tracker-ES313
 ",Open,Emergency,CCDEV7,360273,322253,01-AUG-13
654506,194,"REQ_5:
The new fields Non Golden Entity Group Role and Non Golden Entity Group ID does not fetch any data in ""Client list extract report"" for a client which already has Non Golden Entity Group Role and Non Golden Entity Group ID.
 
It fetches data only when ""Select all columns"" is selected under ""Select Columns to appear in the report"" in CLE report
 
sample report ID:736986
when all selcted->736982(this is working fine)
 ",Rejected,High,CCDEV4,360273,322253,02-AUG-13
654507,193,The mandatory validation 'ECC is mandatory when ERF is Y/O' is thrown for an INT BU client which is incorrect,Open,Medium,CCDEV5,360273,298950,03-AUG-13
582200,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582201,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582202,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582203,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582205,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582198,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582199,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582298,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582299,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582300,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582301,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582302,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582303,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582305,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
654508,192,"The Error code is wrong.When providing Erisa flag is Y or N and ECC is blank.It throws the validation message as ERISA Contractual Capacity field is required when ERISA Plan Regulated is Y or O  Attributes: Code -> CCS-01552  ,but error code mentioned in the design document is CCS-01550.",Open,Low,CCDEV1,360273,273846,04-AUG-13
654509,280,"'There are unsaved changes, do you want to continue' message is displayed incorrectly when there are no changes performed on a INT BU client.",Open,Emergency,CCDEV2,360273,298950,05-AUG-13
654510,279,"When a DEA client is activated, Active_since_dt is not updated both in DB and view/modify screen. Client id:0699736107. Trans id:11458219. User:U008881",Open,Emergency,CCDEV3,360273,221129,06-AUG-13
654511,278,"Issue1:When modifying  client,ECC alone is provided for add transaction value get updated,it is wrong it should through  validation.
 
Issue2:When modifying  client,ECC alone is provided as invalid values for add transaction value get updated,it is wrong it should through validation.
USer:U008881
Client id:0251798230",Open,High,CCDEV2,360273,273846,24-JUL-13
654512,277,"Unable to open the BAR chart,PIE chart,LINE chart from the MIS search result screen",Open,Medium,CCDEV5,360273,335208,23-JUL-13
654513,276,"Activate/Deactivate template allows operation types 'a','p','d' which is incorrect. Only Capital letters should be allowed",Open,Low,CCDEV4,360273,221129,25-JUL-13
582204,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582206,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582207,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582208,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582209,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582304,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582306,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582307,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582308,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582309,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
654514,275,"Issue1:When creating client with Erisa fields,ECC alone is provided.the client get created with ECC alone.it is wrong.it should through a validation.
Issue2:The above issue is occuring modify also,when add ECC alone for client it's get updated.It should through an validation.
ECC is dependent on EPT and Erisa Flag.
",Open,Emergency,CCDEV5,360273,273846,06-SEP-13
